week,country,nucleotide_diversity,sample_size,year_week,original_month
2020-03-01,Italy,1.2503836590085498e-4,614,2020-W09,2020-03-01
2020-03-08,Italy,1.2503836590085498e-4,614,2020-W10,2020-03-01
2020-03-15,Italy,1.2503836590085498e-4,614,2020-W11,2020-03-01
2020-03-22,Italy,1.2503836590085498e-4,614,2020-W12,2020-03-01
2020-03-29,Italy,1.2503836590085498e-4,614,2020-W13,2020-03-01
2020-04-05,Italy,3.784676101030831e-4,370,2020-W14,2020-04-01
2020-04-12,Italy,3.784676101030831e-4,370,2020-W15,2020-04-01
2020-04-19,Italy,3.784676101030831e-4,370,2020-W16,2020-04-01
2020-04-26,Italy,3.784676101030831e-4,370,2020-W17,2020-04-01
2020-05-03,Italy,2.3371326049624735e-4,79,2020-W18,2020-05-01
2020-05-10,Italy,2.3371326049624735e-4,79,2020-W19,2020-05-01
2020-05-17,Italy,2.3371326049624735e-4,79,2020-W20,2020-05-01
2020-05-24,Italy,2.3371326049624735e-4,79,2020-W21,2020-05-01
2020-05-31,Italy,2.3371326049624735e-4,79,2020-W22,2020-05-01
2020-06-07,Italy,3.476525815126077e-4,141,2020-W23,2020-06-01
2020-06-14,Italy,3.476525815126077e-4,141,2020-W24,2020-06-01
2020-06-21,Italy,3.476525815126077e-4,141,2020-W25,2020-06-01
2020-06-28,Italy,3.476525815126077e-4,141,2020-W26,2020-06-01
2020-07-05,Italy,9.065606606398392e-4,49,2020-W27,2020-07-01
2020-07-12,Italy,9.065606606398392e-4,49,2020-W28,2020-07-01
2020-07-19,Italy,9.065606606398392e-4,49,2020-W29,2020-07-01
2020-07-26,Italy,9.065606606398392e-4,49,2020-W30,2020-07-01
2020-08-02,Italy,6.43717345639176e-4,156,2020-W31,2020-08-01
2020-08-09,Italy,6.43717345639176e-4,156,2020-W32,2020-08-01
2020-08-16,Italy,6.43717345639176e-4,156,2020-W33,2020-08-01
2020-08-23,Italy,6.43717345639176e-4,156,2020-W34,2020-08-01
2020-08-30,Italy,6.43717345639176e-4,156,2020-W35,2020-08-01
2020-09-06,Italy,7.369146982804472e-4,269,2020-W36,2020-09-01
2020-09-13,Italy,7.369146982804472e-4,269,2020-W37,2020-09-01
2020-09-20,Italy,7.369146982804472e-4,269,2020-W38,2020-09-01
2020-09-27,Italy,7.369146982804472e-4,269,2020-W39,2020-09-01
2020-10-04,Italy,8.706386673336308e-4,443,2020-W40,2020-10-01
2020-10-11,Italy,8.706386673336308e-4,443,2020-W41,2020-10-01
2020-10-18,Italy,8.706386673336308e-4,443,2020-W42,2020-10-01
2020-10-25,Italy,8.706386673336308e-4,443,2020-W43,2020-10-01
2020-11-01,Italy,8.796367452763092e-4,473,2020-W44,2020-11-01
2020-11-08,Italy,8.796367452763092e-4,473,2020-W45,2020-11-01
2020-11-15,Italy,8.796367452763092e-4,473,2020-W46,2020-11-01
2020-11-22,Italy,8.796367452763092e-4,473,2020-W47,2020-11-01
2020-11-29,Italy,8.796367452763092e-4,473,2020-W48,2020-11-01
2020-12-06,Italy,0.00123592097119746,846,2020-W49,2020-12-01
2020-12-13,Italy,0.00123592097119746,846,2020-W50,2020-12-01
2020-12-20,Italy,0.00123592097119746,846,2020-W51,2020-12-01
2020-12-27,Italy,0.00123592097119746,846,2020-W52,2020-12-01
2021-01-03,Italy,0.00174085251508514,826,2021-W01,2021-01-01
2021-01-10,Italy,0.00174085251508514,826,2021-W02,2021-01-01
2021-01-17,Italy,0.00174085251508514,826,2021-W03,2021-01-01
2021-01-24,Italy,0.00174085251508514,826,2021-W04,2021-01-01
2021-01-31,Italy,0.00174085251508514,826,2021-W05,2021-01-01
2021-02-07,Italy,0.00182835523604205,724,2021-W06,2021-02-01
2021-02-14,Italy,0.00182835523604205,724,2021-W07,2021-02-01
2021-02-21,Italy,0.00182835523604205,724,2021-W08,2021-02-01
2021-02-28,Italy,0.00182835523604205,724,2021-W09,2021-02-01
2021-03-07,Italy,0.00115365004968277,732,2021-W10,2021-03-01
2021-03-14,Italy,0.00115365004968277,732,2021-W11,2021-03-01
2021-03-21,Italy,0.00115365004968277,732,2021-W12,2021-03-01
2021-03-28,Italy,0.00115365004968277,732,2021-W13,2021-03-01
2021-04-04,Italy,0.00105599520755483,839,2021-W14,2021-04-01
2021-04-11,Italy,0.00105599520755483,839,2021-W15,2021-04-01
2021-04-18,Italy,0.00105599520755483,839,2021-W16,2021-04-01
2021-04-25,Italy,0.00105599520755483,839,2021-W17,2021-04-01
2021-05-02,Italy,0.00162566542664707,767,2021-W18,2021-05-01
2021-05-09,Italy,0.00162566542664707,767,2021-W19,2021-05-01
2021-05-16,Italy,0.00162566542664707,767,2021-W20,2021-05-01
2021-05-23,Italy,0.00162566542664707,767,2021-W21,2021-05-01
2021-05-30,Italy,0.00162566542664707,767,2021-W22,2021-05-01
2021-06-06,Italy,0.00268563384236372,760,2021-W23,2021-06-01
2021-06-13,Italy,0.00268563384236372,760,2021-W24,2021-06-01
2021-06-20,Italy,0.00268563384236372,760,2021-W25,2021-06-01
2021-06-27,Italy,0.00268563384236372,760,2021-W26,2021-06-01
2021-07-04,Italy,0.00144629116010508,676,2021-W27,2021-07-01
2021-07-11,Italy,0.00144629116010508,676,2021-W28,2021-07-01
2021-07-18,Italy,0.00144629116010508,676,2021-W29,2021-07-01
2021-07-25,Italy,0.00144629116010508,676,2021-W30,2021-07-01
2021-08-01,Italy,8.351539651889917e-4,654,2021-W31,2021-08-01
2021-08-08,Italy,8.351539651889917e-4,654,2021-W32,2021-08-01
2021-08-15,Italy,8.351539651889917e-4,654,2021-W33,2021-08-01
2021-08-22,Italy,8.351539651889917e-4,654,2021-W34,2021-08-01
2021-08-29,Italy,8.351539651889917e-4,654,2021-W35,2021-08-01
2021-09-05,Italy,0.0010344119180802,571,2021-W36,2021-09-01
2021-09-12,Italy,0.0010344119180802,571,2021-W37,2021-09-01
2021-09-19,Italy,0.0010344119180802,571,2021-W38,2021-09-01
2021-09-26,Italy,0.0010344119180802,571,2021-W39,2021-09-01
2021-10-03,Italy,0.00118369204436201,663,2021-W40,2021-10-01
2021-10-10,Italy,0.00118369204436201,663,2021-W41,2021-10-01
2021-10-17,Italy,0.00118369204436201,663,2021-W42,2021-10-01
2021-10-24,Italy,0.00118369204436201,663,2021-W43,2021-10-01
2021-10-31,Italy,0.00118369204436201,663,2021-W44,2021-10-01
2021-11-07,Italy,0.00101427254978354,689,2021-W45,2021-11-01
2021-11-14,Italy,0.00101427254978354,689,2021-W46,2021-11-01
2021-11-21,Italy,0.00101427254978354,689,2021-W47,2021-11-01
2021-11-28,Italy,0.00101427254978354,689,2021-W48,2021-11-01
2021-12-05,Italy,0.00317911596625403,566,2021-W49,2021-12-01
2021-12-12,Italy,0.00317911596625403,566,2021-W50,2021-12-01
2021-12-19,Italy,0.00317911596625403,566,2021-W51,2021-12-01
2021-12-26,Italy,0.00317911596625403,566,2021-W52,2021-12-01
2022-01-02,Italy,0.00331765916966005,344,2022-W01,2022-01-01
2022-01-09,Italy,0.00331765916966005,344,2022-W02,2022-01-01
2022-01-16,Italy,0.00331765916966005,344,2022-W03,2022-01-01
2022-01-23,Italy,0.00331765916966005,344,2022-W04,2022-01-01
2022-01-30,Italy,0.00331765916966005,344,2022-W05,2022-01-01
2022-02-06,Italy,0.00256223171109184,235,2022-W06,2022-02-01
2022-02-13,Italy,0.00256223171109184,235,2022-W07,2022-02-01
2022-02-20,Italy,0.00256223171109184,235,2022-W08,2022-02-01
2022-02-27,Italy,0.00256223171109184,235,2022-W09,2022-02-01
2022-03-06,Italy,0.00190674444962516,407,2022-W10,2022-03-01
2022-03-13,Italy,0.00190674444962516,407,2022-W11,2022-03-01
2022-03-20,Italy,0.00190674444962516,407,2022-W12,2022-03-01
2022-03-27,Italy,0.00190674444962516,407,2022-W13,2022-03-01
2022-04-03,Italy,0.00103831030107239,341,2022-W14,2022-04-01
2022-04-10,Italy,0.00103831030107239,341,2022-W15,2022-04-01
2022-04-17,Italy,0.00103831030107239,341,2022-W16,2022-04-01
2022-04-24,Italy,0.00103831030107239,341,2022-W17,2022-04-01
2022-05-01,Italy,7.972414057647213e-4,486,2022-W18,2022-05-01
2022-05-08,Italy,7.972414057647213e-4,486,2022-W19,2022-05-01
2022-05-15,Italy,7.972414057647213e-4,486,2022-W20,2022-05-01
2022-05-22,Italy,7.972414057647213e-4,486,2022-W21,2022-05-01
2022-05-29,Italy,7.972414057647213e-4,486,2022-W22,2022-05-01
2022-06-05,Italy,0.00103223718471634,521,2022-W23,2022-06-01
2022-06-12,Italy,0.00103223718471634,521,2022-W24,2022-06-01
2022-06-19,Italy,0.00103223718471634,521,2022-W25,2022-06-01
2022-06-26,Italy,0.00103223718471634,521,2022-W26,2022-06-01
2022-07-03,Italy,5.078806167211153e-4,520,2022-W27,2022-07-01
2022-07-10,Italy,5.078806167211153e-4,520,2022-W28,2022-07-01
2022-07-17,Italy,5.078806167211153e-4,520,2022-W29,2022-07-01
2022-07-24,Italy,5.078806167211153e-4,520,2022-W30,2022-07-01
2022-07-31,Italy,5.078806167211153e-4,520,2022-W31,2022-07-01
2022-08-07,Italy,4.6273779241327e-4,604,2022-W32,2022-08-01
2022-08-14,Italy,4.6273779241327e-4,604,2022-W33,2022-08-01
2022-08-21,Italy,4.6273779241327e-4,604,2022-W34,2022-08-01
2022-08-28,Italy,4.6273779241327e-4,604,2022-W35,2022-08-01
2022-09-04,Italy,7.224745286441044e-4,539,2022-W36,2022-09-01
2022-09-11,Italy,7.224745286441044e-4,539,2022-W37,2022-09-01
2022-09-18,Italy,7.224745286441044e-4,539,2022-W38,2022-09-01
2022-09-25,Italy,7.224745286441044e-4,539,2022-W39,2022-09-01
2022-10-02,Italy,9.781910069108614e-4,481,2022-W40,2022-10-01
2022-10-09,Italy,9.781910069108614e-4,481,2022-W41,2022-10-01
2022-10-16,Italy,9.781910069108614e-4,481,2022-W42,2022-10-01
2022-10-23,Italy,9.781910069108614e-4,481,2022-W43,2022-10-01
2022-10-30,Italy,9.781910069108614e-4,481,2022-W44,2022-10-01
2022-11-06,Italy,0.0013558897837249,610,2022-W45,2022-11-01
2022-11-13,Italy,0.0013558897837249,610,2022-W46,2022-11-01
2022-11-20,Italy,0.0013558897837249,610,2022-W47,2022-11-01
2022-11-27,Italy,0.0013558897837249,610,2022-W48,2022-11-01
2022-12-04,Italy,0.00141882878154791,576,2022-W49,2022-12-01
2022-12-11,Italy,0.00141882878154791,576,2022-W50,2022-12-01
2022-12-18,Italy,0.00141882878154791,576,2022-W51,2022-12-01
2022-12-25,Italy,0.00141882878154791,576,2022-W52,2022-12-01
2023-01-01,Italy,0.00177069376996018,579,2023-W01,2023-01-01
2023-01-08,Italy,0.00177069376996018,579,2023-W02,2023-01-01
2023-01-15,Italy,0.00177069376996018,579,2023-W03,2023-01-01
2023-01-22,Italy,0.00177069376996018,579,2023-W04,2023-01-01
2023-01-29,Italy,0.00177069376996018,579,2023-W05,2023-01-01
2023-02-05,Italy,0.00273985857848671,525,2023-W06,2023-02-01
2023-02-12,Italy,0.00273985857848671,525,2023-W07,2023-02-01
2023-02-19,Italy,0.00273985857848671,525,2023-W08,2023-02-01
2023-02-26,Italy,0.00273985857848671,525,2023-W09,2023-02-01
2023-03-05,Italy,0.00298095853855643,549,2023-W10,2023-03-01
2023-03-12,Italy,0.00298095853855643,549,2023-W11,2023-03-01
2023-03-19,Italy,0.00298095853855643,549,2023-W12,2023-03-01
2023-03-26,Italy,0.00298095853855643,549,2023-W13,2023-03-01
2023-04-02,Italy,0.00199662421588765,510,2023-W14,2023-04-01
2023-04-09,Italy,0.00199662421588765,510,2023-W15,2023-04-01
2023-04-16,Italy,0.00199662421588765,510,2023-W16,2023-04-01
2023-04-23,Italy,0.00199662421588765,510,2023-W17,2023-04-01
2023-04-30,Italy,0.00199662421588765,510,2023-W18,2023-04-01
2023-05-07,Italy,0.00198843251010019,490,2023-W19,2023-05-01
2023-05-14,Italy,0.00198843251010019,490,2023-W20,2023-05-01
2023-05-21,Italy,0.00198843251010019,490,2023-W21,2023-05-01
2023-05-28,Italy,0.00198843251010019,490,2023-W22,2023-05-01
2023-06-04,Italy,0.00158564316494591,278,2023-W23,2023-06-01
2023-06-11,Italy,0.00158564316494591,278,2023-W24,2023-06-01
2023-06-18,Italy,0.00158564316494591,278,2023-W25,2023-06-01
2023-06-25,Italy,0.00158564316494591,278,2023-W26,2023-06-01
2023-07-02,Italy,0.00243020470088737,200,2023-W27,2023-07-01
2023-07-09,Italy,0.00243020470088737,200,2023-W28,2023-07-01
2023-07-16,Italy,0.00243020470088737,200,2023-W29,2023-07-01
2023-07-23,Italy,0.00243020470088737,200,2023-W30,2023-07-01
2023-07-30,Italy,0.00243020470088737,200,2023-W31,2023-07-01
2023-08-06,Italy,0.00209901675222988,375,2023-W32,2023-08-01
2023-08-13,Italy,0.00209901675222988,375,2023-W33,2023-08-01
2023-08-20,Italy,0.00209901675222988,375,2023-W34,2023-08-01
2023-08-27,Italy,0.00209901675222988,375,2023-W35,2023-08-01
2023-09-03,Italy,0.00238844230105541,426,2023-W36,2023-09-01
2023-09-10,Italy,0.00238844230105541,426,2023-W37,2023-09-01
2023-09-17,Italy,0.00238844230105541,426,2023-W38,2023-09-01
2023-09-24,Italy,0.00238844230105541,426,2023-W39,2023-09-01
2023-10-01,Italy,0.00305682904824226,390,2023-W40,2023-10-01
2023-10-08,Italy,0.00305682904824226,390,2023-W41,2023-10-01
2023-10-15,Italy,0.00305682904824226,390,2023-W42,2023-10-01
2023-10-22,Italy,0.00305682904824226,390,2023-W43,2023-10-01
2023-10-29,Italy,0.00305682904824226,390,2023-W44,2023-10-01
2023-11-05,Italy,0.00432592997720031,362,2023-W45,2023-11-01
2023-11-12,Italy,0.00432592997720031,362,2023-W46,2023-11-01
2023-11-19,Italy,0.00432592997720031,362,2023-W47,2023-11-01
2023-11-26,Italy,0.00432592997720031,362,2023-W48,2023-11-01
2023-12-03,Italy,0.00599104236109363,392,2023-W49,2023-12-01
2023-12-10,Italy,0.00599104236109363,392,2023-W50,2023-12-01
2023-12-17,Italy,0.00599104236109363,392,2023-W51,2023-12-01
2023-12-24,Italy,0.00599104236109363,392,2023-W52,2023-12-01
2023-12-31,Italy,0.00599104236109363,392,2023-W53,2023-12-01
2024-01-07,Italy,0.00264825380637154,472,2024-W01,2024-01-01
2024-01-14,Italy,0.00264825380637154,472,2024-W02,2024-01-01
2024-01-21,Italy,0.00264825380637154,472,2024-W03,2024-01-01
2024-01-28,Italy,0.00264825380637154,472,2024-W04,2024-01-01
2024-02-04,Italy,0.00173734337249118,147,2024-W05,2024-02-01
2024-02-11,Italy,0.00173734337249118,147,2024-W06,2024-02-01
2024-02-18,Italy,0.00173734337249118,147,2024-W07,2024-02-01
2024-02-25,Italy,0.00173734337249118,147,2024-W08,2024-02-01
2024-03-03,Italy,0.00198598014836877,24,2024-W09,2024-03-01
2024-03-10,Italy,0.00198598014836877,24,2024-W10,2024-03-01
2024-03-17,Italy,0.00198598014836877,24,2024-W11,2024-03-01
2024-03-24,Italy,0.00198598014836877,24,2024-W12,2024-03-01
2024-03-31,Italy,0.00198598014836877,24,2024-W13,2024-03-01
2024-04-07,Italy,0.0014739934250084,28,2024-W14,2024-04-01
2024-04-14,Italy,0.0014739934250084,28,2024-W15,2024-04-01
2024-04-21,Italy,0.0014739934250084,28,2024-W16,2024-04-01
2024-04-28,Italy,0.0014739934250084,28,2024-W17,2024-04-01
2024-05-05,Italy,0.00209955593889212,65,2024-W18,2024-05-01
2024-05-12,Italy,0.00209955593889212,65,2024-W19,2024-05-01
2024-05-19,Italy,0.00209955593889212,65,2024-W20,2024-05-01
2024-05-26,Italy,0.00209955593889212,65,2024-W21,2024-05-01
2024-06-02,Italy,0.00177786344786185,139,2024-W22,2024-06-01
2024-06-09,Italy,0.00177786344786185,139,2024-W23,2024-06-01
2024-06-16,Italy,0.00177786344786185,139,2024-W24,2024-06-01
2024-06-23,Italy,0.00177786344786185,139,2024-W25,2024-06-01
2024-06-30,Italy,0.00177786344786185,139,2024-W26,2024-06-01
2024-07-07,Italy,0.00117845562221777,210,2024-W27,2024-07-01
2024-07-14,Italy,0.00117845562221777,210,2024-W28,2024-07-01
2024-07-21,Italy,0.00117845562221777,210,2024-W29,2024-07-01
2024-07-28,Italy,0.00117845562221777,210,2024-W30,2024-07-01
2024-08-04,Italy,9.95864742666321e-4,405,2024-W31,2024-08-01
2024-08-11,Italy,9.95864742666321e-4,405,2024-W32,2024-08-01
2024-08-18,Italy,9.95864742666321e-4,405,2024-W33,2024-08-01
2024-08-25,Italy,9.95864742666321e-4,405,2024-W34,2024-08-01
2024-09-01,Italy,0.00106254496643029,300,2024-W35,2024-09-01
2024-09-08,Italy,0.00106254496643029,300,2024-W36,2024-09-01
2024-09-15,Italy,0.00106254496643029,300,2024-W37,2024-09-01
2024-09-22,Italy,0.00106254496643029,300,2024-W38,2024-09-01
2024-09-29,Italy,0.00106254496643029,300,2024-W39,2024-09-01
2024-10-06,Italy,0.00117925270248917,368,2024-W40,2024-10-01
2024-10-13,Italy,0.00117925270248917,368,2024-W41,2024-10-01
2024-10-20,Italy,0.00117925270248917,368,2024-W42,2024-10-01
2024-10-27,Italy,0.00117925270248917,368,2024-W43,2024-10-01
2024-11-03,Italy,0.00253466383783087,177,2024-W44,2024-11-01
2024-11-10,Italy,0.00253466383783087,177,2024-W45,2024-11-01
2024-11-17,Italy,0.00253466383783087,177,2024-W46,2024-11-01
2024-11-24,Italy,0.00253466383783087,177,2024-W47,2024-11-01
2024-12-01,Italy,0.00120291574645759,146,2024-W48,2024-12-01
2024-12-08,Italy,0.00120291574645759,146,2024-W49,2024-12-01
2024-12-15,Italy,0.00120291574645759,146,2024-W50,2024-12-01
2024-12-22,Italy,0.00120291574645759,146,2024-W51,2024-12-01
2024-12-29,Italy,0.00120291574645759,146,2024-W52,2024-12-01
2025-01-05,Italy,0.00158863846667491,171,2025-W01,2025-01-01
2025-01-12,Italy,0.00158863846667491,171,2025-W02,2025-01-01
2025-01-19,Italy,0.00158863846667491,171,2025-W03,2025-01-01
2025-01-26,Italy,0.00158863846667491,171,2025-W04,2025-01-01
2025-02-02,Italy,0.0020595301249506,45,2025-W05,2025-02-01
2025-02-09,Italy,0.0020595301249506,45,2025-W06,2025-02-01
2025-02-16,Italy,0.0020595301249506,45,2025-W07,2025-02-01
2025-02-23,Italy,0.0020595301249506,45,2025-W08,2025-02-01
2020-03-01,Russia,1.2648349918071224e-4,146,2020-W09,2020-03-01
2020-03-08,Russia,1.2648349918071224e-4,146,2020-W10,2020-03-01
2020-03-15,Russia,1.2648349918071224e-4,146,2020-W11,2020-03-01
2020-03-22,Russia,1.2648349918071224e-4,146,2020-W12,2020-03-01
2020-03-29,Russia,1.2648349918071224e-4,146,2020-W13,2020-03-01
2020-04-05,Russia,6.932451666674926e-5,181,2020-W14,2020-04-01
2020-04-12,Russia,6.932451666674926e-5,181,2020-W15,2020-04-01
2020-04-19,Russia,6.932451666674926e-5,181,2020-W16,2020-04-01
2020-04-26,Russia,6.932451666674926e-5,181,2020-W17,2020-04-01
2020-05-03,Russia,1.35286603890248e-4,207,2020-W18,2020-05-01
2020-05-10,Russia,1.35286603890248e-4,207,2020-W19,2020-05-01
2020-05-17,Russia,1.35286603890248e-4,207,2020-W20,2020-05-01
2020-05-24,Russia,1.35286603890248e-4,207,2020-W21,2020-05-01
2020-05-31,Russia,1.35286603890248e-4,207,2020-W22,2020-05-01
2020-06-07,Russia,2.5466269406945106e-4,125,2020-W23,2020-06-01
2020-06-14,Russia,2.5466269406945106e-4,125,2020-W24,2020-06-01
2020-06-21,Russia,2.5466269406945106e-4,125,2020-W25,2020-06-01
2020-06-28,Russia,2.5466269406945106e-4,125,2020-W26,2020-06-01
2020-07-05,Russia,3.5825865158609814e-4,89,2020-W27,2020-07-01
2020-07-12,Russia,3.5825865158609814e-4,89,2020-W28,2020-07-01
2020-07-19,Russia,3.5825865158609814e-4,89,2020-W29,2020-07-01
2020-07-26,Russia,3.5825865158609814e-4,89,2020-W30,2020-07-01
2020-08-02,Russia,6.88849367448777e-4,55,2020-W31,2020-08-01
2020-08-09,Russia,6.88849367448777e-4,55,2020-W32,2020-08-01
2020-08-16,Russia,6.88849367448777e-4,55,2020-W33,2020-08-01
2020-08-23,Russia,6.88849367448777e-4,55,2020-W34,2020-08-01
2020-08-30,Russia,6.88849367448777e-4,55,2020-W35,2020-08-01
2020-09-06,Russia,4.827666161340609e-4,321,2020-W36,2020-09-01
2020-09-13,Russia,4.827666161340609e-4,321,2020-W37,2020-09-01
2020-09-20,Russia,4.827666161340609e-4,321,2020-W38,2020-09-01
2020-09-27,Russia,4.827666161340609e-4,321,2020-W39,2020-09-01
2020-10-04,Russia,7.009694939268936e-4,169,2020-W40,2020-10-01
2020-10-11,Russia,7.009694939268936e-4,169,2020-W41,2020-10-01
2020-10-18,Russia,7.009694939268936e-4,169,2020-W42,2020-10-01
2020-10-25,Russia,7.009694939268936e-4,169,2020-W43,2020-10-01
2020-11-01,Russia,7.229356440789312e-4,258,2020-W44,2020-11-01
2020-11-08,Russia,7.229356440789312e-4,258,2020-W45,2020-11-01
2020-11-15,Russia,7.229356440789312e-4,258,2020-W46,2020-11-01
2020-11-22,Russia,7.229356440789312e-4,258,2020-W47,2020-11-01
2020-11-29,Russia,7.229356440789312e-4,258,2020-W48,2020-11-01
2020-12-06,Russia,8.788175001046721e-4,248,2020-W49,2020-12-01
2020-12-13,Russia,8.788175001046721e-4,248,2020-W50,2020-12-01
2020-12-20,Russia,8.788175001046721e-4,248,2020-W51,2020-12-01
2020-12-27,Russia,8.788175001046721e-4,248,2020-W52,2020-12-01
2021-01-03,Russia,0.00111741197367786,92,2021-W01,2021-01-01
2021-01-10,Russia,0.00111741197367786,92,2021-W02,2021-01-01
2021-01-17,Russia,0.00111741197367786,92,2021-W03,2021-01-01
2021-01-24,Russia,0.00111741197367786,92,2021-W04,2021-01-01
2021-01-31,Russia,0.00111741197367786,92,2021-W05,2021-01-01
2021-02-07,Russia,0.00159146109558358,225,2021-W06,2021-02-01
2021-02-14,Russia,0.00159146109558358,225,2021-W07,2021-02-01
2021-02-21,Russia,0.00159146109558358,225,2021-W08,2021-02-01
2021-02-28,Russia,0.00159146109558358,225,2021-W09,2021-02-01
2021-03-07,Russia,0.00188179335828366,180,2021-W10,2021-03-01
2021-03-14,Russia,0.00188179335828366,180,2021-W11,2021-03-01
2021-03-21,Russia,0.00188179335828366,180,2021-W12,2021-03-01
2021-03-28,Russia,0.00188179335828366,180,2021-W13,2021-03-01
2021-04-04,Russia,0.00236717193158496,157,2021-W14,2021-04-01
2021-04-11,Russia,0.00236717193158496,157,2021-W15,2021-04-01
2021-04-18,Russia,0.00236717193158496,157,2021-W16,2021-04-01
2021-04-25,Russia,0.00236717193158496,157,2021-W17,2021-04-01
2021-05-02,Russia,0.00212157124268314,376,2021-W18,2021-05-01
2021-05-09,Russia,0.00212157124268314,376,2021-W19,2021-05-01
2021-05-16,Russia,0.00212157124268314,376,2021-W20,2021-05-01
2021-05-23,Russia,0.00212157124268314,376,2021-W21,2021-05-01
2021-05-30,Russia,0.00212157124268314,376,2021-W22,2021-05-01
2021-06-06,Russia,7.464092640952427e-4,342,2021-W23,2021-06-01
2021-06-13,Russia,7.464092640952427e-4,342,2021-W24,2021-06-01
2021-06-20,Russia,7.464092640952427e-4,342,2021-W25,2021-06-01
2021-06-27,Russia,7.464092640952427e-4,342,2021-W26,2021-06-01
2021-07-04,Russia,5.370769209715491e-4,220,2021-W27,2021-07-01
2021-07-11,Russia,5.370769209715491e-4,220,2021-W28,2021-07-01
2021-07-18,Russia,5.370769209715491e-4,220,2021-W29,2021-07-01
2021-07-25,Russia,5.370769209715491e-4,220,2021-W30,2021-07-01
2021-08-01,Russia,3.950738451286117e-4,35,2021-W31,2021-08-01
2021-08-08,Russia,3.950738451286117e-4,35,2021-W32,2021-08-01
2021-08-15,Russia,3.950738451286117e-4,35,2021-W33,2021-08-01
2021-08-22,Russia,3.950738451286117e-4,35,2021-W34,2021-08-01
2021-08-29,Russia,3.950738451286117e-4,35,2021-W35,2021-08-01
2021-09-05,Russia,8.041321367503986e-4,109,2021-W36,2021-09-01
2021-09-12,Russia,8.041321367503986e-4,109,2021-W37,2021-09-01
2021-09-19,Russia,8.041321367503986e-4,109,2021-W38,2021-09-01
2021-09-26,Russia,8.041321367503986e-4,109,2021-W39,2021-09-01
2021-10-03,Russia,7.308238329366018e-4,438,2021-W40,2021-10-01
2021-10-10,Russia,7.308238329366018e-4,438,2021-W41,2021-10-01
2021-10-17,Russia,7.308238329366018e-4,438,2021-W42,2021-10-01
2021-10-24,Russia,7.308238329366018e-4,438,2021-W43,2021-10-01
2021-10-31,Russia,7.308238329366018e-4,438,2021-W44,2021-10-01
2021-11-07,Russia,8.229099810457448e-4,336,2021-W45,2021-11-01
2021-11-14,Russia,8.229099810457448e-4,336,2021-W46,2021-11-01
2021-11-21,Russia,8.229099810457448e-4,336,2021-W47,2021-11-01
2021-11-28,Russia,8.229099810457448e-4,336,2021-W48,2021-11-01
2021-12-05,Russia,0.00401440824954167,279,2021-W49,2021-12-01
2021-12-12,Russia,0.00401440824954167,279,2021-W50,2021-12-01
2021-12-19,Russia,0.00401440824954167,279,2021-W51,2021-12-01
2021-12-26,Russia,0.00401440824954167,279,2021-W52,2021-12-01
2022-01-02,Russia,0.00448242343519565,525,2022-W01,2022-01-01
2022-01-09,Russia,0.00448242343519565,525,2022-W02,2022-01-01
2022-01-16,Russia,0.00448242343519565,525,2022-W03,2022-01-01
2022-01-23,Russia,0.00448242343519565,525,2022-W04,2022-01-01
2022-01-30,Russia,0.00448242343519565,525,2022-W05,2022-01-01
2022-02-06,Russia,0.0024464727152124,322,2022-W06,2022-02-01
2022-02-13,Russia,0.0024464727152124,322,2022-W07,2022-02-01
2022-02-20,Russia,0.0024464727152124,322,2022-W08,2022-02-01
2022-02-27,Russia,0.0024464727152124,322,2022-W09,2022-02-01
2022-03-06,Russia,0.00258536788221374,104,2022-W10,2022-03-01
2022-03-13,Russia,0.00258536788221374,104,2022-W11,2022-03-01
2022-03-20,Russia,0.00258536788221374,104,2022-W12,2022-03-01
2022-03-27,Russia,0.00258536788221374,104,2022-W13,2022-03-01
2022-04-03,Russia,0.00362629964352053,18,2022-W14,2022-04-01
2022-04-10,Russia,0.00362629964352053,18,2022-W15,2022-04-01
2022-04-17,Russia,0.00362629964352053,18,2022-W16,2022-04-01
2022-04-24,Russia,0.00362629964352053,18,2022-W17,2022-04-01
2022-05-01,Russia,0.00187336131669728,66,2022-W18,2022-05-01
2022-05-08,Russia,0.00187336131669728,66,2022-W19,2022-05-01
2022-05-15,Russia,0.00187336131669728,66,2022-W20,2022-05-01
2022-05-22,Russia,0.00187336131669728,66,2022-W21,2022-05-01
2022-05-29,Russia,0.00187336131669728,66,2022-W22,2022-05-01
2022-06-05,Russia,0.0023707835332561,30,2022-W23,2022-06-01
2022-06-12,Russia,0.0023707835332561,30,2022-W24,2022-06-01
2022-06-19,Russia,0.0023707835332561,30,2022-W25,2022-06-01
2022-06-26,Russia,0.0023707835332561,30,2022-W26,2022-06-01
2022-07-03,Russia,5.585249928821395e-4,495,2022-W27,2022-07-01
2022-07-10,Russia,5.585249928821395e-4,495,2022-W28,2022-07-01
2022-07-17,Russia,5.585249928821395e-4,495,2022-W29,2022-07-01
2022-07-24,Russia,5.585249928821395e-4,495,2022-W30,2022-07-01
2022-07-31,Russia,5.585249928821395e-4,495,2022-W31,2022-07-01
2022-08-07,Russia,3.4815200963181467e-4,745,2022-W32,2022-08-01
2022-08-14,Russia,3.4815200963181467e-4,745,2022-W33,2022-08-01
