date,country,p_distance,sample_size,year_month_day
2024-11-23,New Zealand,0.004895385008674213,NA,2024-11-23
2024-11-24,New Zealand,0.004921802228444426,NA,2024-11-24
2024-11-25,New Zealand,0.004948219448214639,NA,2024-11-25
2024-11-26,New Zealand,0.0049746366679848525,NA,2024-11-26
2024-11-27,New Zealand,0.005001053887755067,NA,2024-11-27
2024-11-28,New Zealand,0.00502747110752528,NA,2024-11-28
2024-11-29,New Zealand,0.005053888327295493,NA,2024-11-29
2024-11-30,New Zealand,0.005080305547065706,NA,2024-11-30
2024-12-01,New Zealand,0.00510672276683592,NA,2024-12-01
2024-12-02,New Zealand,0.0051115293137003115,NA,2024-12-02
2024-12-03,New Zealand,0.0051163358605647025,NA,2024-12-03
2024-12-04,New Zealand,0.005121142407429094,NA,2024-12-04
2024-12-05,New Zealand,0.005125948954293486,NA,2024-12-05
2024-12-06,New Zealand,0.005130755501157878,NA,2024-12-06
2024-12-07,New Zealand,0.005135562048022269,NA,2024-12-07
2024-12-08,New Zealand,0.005140368594886661,NA,2024-12-08
2024-12-09,New Zealand,0.005145175141751053,NA,2024-12-09
2024-12-10,New Zealand,0.005149981688615444,NA,2024-12-10
2024-12-11,New Zealand,0.005154788235479836,NA,2024-12-11
2024-12-12,New Zealand,0.005159594782344228,NA,2024-12-12
2024-12-13,New Zealand,0.0051644013292086195,NA,2024-12-13
2024-12-14,New Zealand,0.0051692078760730105,NA,2024-12-14
2024-12-15,New Zealand,0.005174014422937402,NA,2024-12-15
2024-12-16,New Zealand,0.005178820969801794,NA,2024-12-16
2024-12-17,New Zealand,0.005183627516666185,NA,2024-12-17
2024-12-18,New Zealand,0.005188434063530577,NA,2024-12-18
2024-12-19,New Zealand,0.005193240610394969,NA,2024-12-19
2024-12-20,New Zealand,0.00519804715725936,NA,2024-12-20
2024-12-21,New Zealand,0.005202853704123752,NA,2024-12-21
2024-12-22,New Zealand,0.005207660250988144,NA,2024-12-22
2024-12-23,New Zealand,0.005212466797852536,NA,2024-12-23
2024-12-24,New Zealand,0.005217273344716927,NA,2024-12-24
2024-12-25,New Zealand,0.0052220798915813185,NA,2024-12-25
2024-12-26,New Zealand,0.00522688643844571,NA,2024-12-26
2024-12-27,New Zealand,0.005231692985310101,NA,2024-12-27
2024-12-28,New Zealand,0.005236499532174493,NA,2024-12-28
2024-12-29,New Zealand,0.005241306079038885,NA,2024-12-29
2024-12-30,New Zealand,0.005246112625903277,NA,2024-12-30
2024-12-31,New Zealand,0.005250919172767668,NA,2024-12-31
2025-01-01,New Zealand,0.00525572571963206,NA,2025-01-01
2025-01-02,New Zealand,0.005291590015397701,NA,2025-01-02
2025-01-03,New Zealand,0.005327454311163342,NA,2025-01-03
2025-01-04,New Zealand,0.0053633186069289825,NA,2025-01-04
2025-01-05,New Zealand,0.005399182902694624,NA,2025-01-05
2025-01-06,New Zealand,0.005435047198460265,NA,2025-01-06
2025-01-07,New Zealand,0.005470911494225906,NA,2025-01-07
2025-01-08,New Zealand,0.005506775789991546,NA,2025-01-08
2025-01-09,New Zealand,0.0055426400857571875,NA,2025-01-09
2025-01-10,New Zealand,0.005578504381522829,NA,2025-01-10
2025-01-11,New Zealand,0.00561436867728847,NA,2025-01-11
2025-01-12,New Zealand,0.005650232973054111,NA,2025-01-12
2025-01-13,New Zealand,0.005686097268819751,NA,2025-01-13
2025-01-14,New Zealand,0.0057219615645853926,NA,2025-01-14
2025-01-15,New Zealand,0.005757825860351034,NA,2025-01-15
2025-01-16,New Zealand,0.005793690156116675,NA,2025-01-16
2025-01-17,New Zealand,0.005829554451882315,NA,2025-01-17
2025-01-18,New Zealand,0.005865418747647956,NA,2025-01-18
2025-01-19,New Zealand,0.005901283043413598,NA,2025-01-19
2025-01-20,New Zealand,0.005937147339179239,NA,2025-01-20
2025-01-21,New Zealand,0.00597301163494488,NA,2025-01-21
2025-01-22,New Zealand,0.00600887593071052,NA,2025-01-22
2025-01-23,New Zealand,0.0060447402264761614,NA,2025-01-23
2025-01-24,New Zealand,0.006080604522241803,NA,2025-01-24
2025-01-25,New Zealand,0.006116468818007443,NA,2025-01-25
2025-01-26,New Zealand,0.006152333113773084,NA,2025-01-26
2025-01-27,New Zealand,0.006188197409538725,NA,2025-01-27
2025-01-28,New Zealand,0.0062240617053043665,NA,2025-01-28
2025-01-29,New Zealand,0.006259926001070008,NA,2025-01-29
2025-01-30,New Zealand,0.006295790296835649,NA,2025-01-30
2025-01-31,New Zealand,0.006331654592601289,NA,2025-01-31
2025-02-01,New Zealand,0.00636751888836693,NA,2025-02-01
2025-02-02,New Zealand,0.00636751888836693,NA,2025-02-02
2025-02-03,New Zealand,0.00636751888836693,NA,2025-02-03
2025-02-04,New Zealand,0.00636751888836693,NA,2025-02-04
2025-02-05,New Zealand,0.00636751888836693,NA,2025-02-05
2025-02-06,New Zealand,0.00636751888836693,NA,2025-02-06
2025-02-07,New Zealand,0.00636751888836693,NA,2025-02-07
2025-02-08,New Zealand,0.00636751888836693,NA,2025-02-08
2025-02-09,New Zealand,0.00636751888836693,NA,2025-02-09
2025-02-10,New Zealand,0.00636751888836693,NA,2025-02-10
2025-02-11,New Zealand,0.00636751888836693,NA,2025-02-11
2025-02-12,New Zealand,0.00636751888836693,NA,2025-02-12
2025-02-13,New Zealand,0.00636751888836693,NA,2025-02-13
2025-02-14,New Zealand,0.00636751888836693,NA,2025-02-14
2025-02-15,New Zealand,0.00636751888836693,NA,2025-02-15
2025-02-16,New Zealand,0.00636751888836693,NA,2025-02-16
2025-02-17,New Zealand,0.00636751888836693,NA,2025-02-17
2025-02-18,New Zealand,0.00636751888836693,NA,2025-02-18
2025-02-19,New Zealand,0.00636751888836693,NA,2025-02-19
2025-02-20,New Zealand,0.00636751888836693,NA,2025-02-20
2025-02-21,New Zealand,0.00636751888836693,NA,2025-02-21
2025-02-22,New Zealand,0.00636751888836693,NA,2025-02-22
2025-02-23,New Zealand,0.00636751888836693,NA,2025-02-23
2025-02-24,New Zealand,0.00636751888836693,NA,2025-02-24
2025-02-25,New Zealand,0.00636751888836693,NA,2025-02-25
2025-02-26,New Zealand,0.00636751888836693,NA,2025-02-26
2025-02-27,New Zealand,0.00636751888836693,NA,2025-02-27
2025-02-28,New Zealand,0.00636751888836693,NA,2025-02-28
2020-02-01,Brazil,0,NA,2020-02-01
2020-02-02,Brazil,0,NA,2020-02-02
2020-02-03,Brazil,0,NA,2020-02-03
2020-02-04,Brazil,0,NA,2020-02-04
2020-02-05,Brazil,0,NA,2020-02-05
2020-02-06,Brazil,0,NA,2020-02-06
2020-02-07,Brazil,0,NA,2020-02-07
2020-02-08,Brazil,0,NA,2020-02-08
2020-02-09,Brazil,0,NA,2020-02-09
2020-02-10,Brazil,0,NA,2020-02-10
2020-02-11,Brazil,0,NA,2020-02-11
2020-02-12,Brazil,0,NA,2020-02-12
2020-02-13,Brazil,0,NA,2020-02-13
2020-02-14,Brazil,0,NA,2020-02-14
2020-02-15,Brazil,0,NA,2020-02-15
2020-02-16,Brazil,0,NA,2020-02-16
2020-02-17,Brazil,0,NA,2020-02-17
2020-02-18,Brazil,0,NA,2020-02-18
2020-02-19,Brazil,0,NA,2020-02-19
2020-02-20,Brazil,0,NA,2020-02-20
2020-02-21,Brazil,0,NA,2020-02-21
2020-02-22,Brazil,0,NA,2020-02-22
2020-02-23,Brazil,0,NA,2020-02-23
2020-02-24,Brazil,0,NA,2020-02-24
2020-02-25,Brazil,0,NA,2020-02-25
2020-02-26,Brazil,0,NA,2020-02-26
2020-02-27,Brazil,0,NA,2020-02-27
2020-02-28,Brazil,0,NA,2020-02-28
2020-02-29,Brazil,0,NA,2020-02-29
2020-03-01,Brazil,0,NA,2020-03-01
2020-03-02,Brazil,0,NA,2020-03-02
2020-03-03,Brazil,0,NA,2020-03-03
2020-03-04,Brazil,0,NA,2020-03-04
2020-03-05,Brazil,0,NA,2020-03-05
2020-03-06,Brazil,0,NA,2020-03-06
2020-03-07,Brazil,0,NA,2020-03-07
2020-03-08,Brazil,0,NA,2020-03-08
2020-03-09,Brazil,0,NA,2020-03-09
2020-03-10,Brazil,0,NA,2020-03-10
2020-03-11,Brazil,0,NA,2020-03-11
2020-03-12,Brazil,0,NA,2020-03-12
2020-03-13,Brazil,0,NA,2020-03-13
2020-03-14,Brazil,0,NA,2020-03-14
2020-03-15,Brazil,0,NA,2020-03-15
2020-03-16,Brazil,0,NA,2020-03-16
2020-03-17,Brazil,0,NA,2020-03-17
2020-03-18,Brazil,0,NA,2020-03-18
2020-03-19,Brazil,0,NA,2020-03-19
2020-03-20,Brazil,0,NA,2020-03-20
2020-03-21,Brazil,0,NA,2020-03-21
2020-03-22,Brazil,0,NA,2020-03-22
2020-03-23,Brazil,0,NA,2020-03-23
2020-03-24,Brazil,0,NA,2020-03-24
2020-03-25,Brazil,0,NA,2020-03-25
2020-03-26,Brazil,0,NA,2020-03-26
2020-03-27,Brazil,0,NA,2020-03-27
2020-03-28,Brazil,0,NA,2020-03-28
2020-03-29,Brazil,0,NA,2020-03-29
2020-03-30,Brazil,0,NA,2020-03-30
2020-03-31,Brazil,0,NA,2020-03-31
2020-04-01,Brazil,0,NA,2020-04-01
2020-04-02,Brazil,1.1741511348120668e-5,NA,2020-04-02
2020-04-03,Brazil,2.3483022696241335e-5,NA,2020-04-03
2020-04-04,Brazil,3.5224534044362e-5,NA,2020-04-04
2020-04-05,Brazil,4.696604539248267e-5,NA,2020-04-05
2020-04-06,Brazil,5.870755674060333e-5,NA,2020-04-06
2020-04-07,Brazil,7.0449068088724e-5,NA,2020-04-07
2020-04-08,Brazil,8.219057943684467e-5,NA,2020-04-08
2020-04-09,Brazil,9.393209078496534e-5,NA,2020-04-09
2020-04-10,Brazil,1.05673602133086e-4,NA,2020-04-10
2020-04-11,Brazil,1.1741511348120666e-4,NA,2020-04-11
2020-04-12,Brazil,1.2915662482932734e-4,NA,2020-04-12
2020-04-13,Brazil,1.40898136177448e-4,NA,2020-04-13
2020-04-14,Brazil,1.526396475255687e-4,NA,2020-04-14
2020-04-15,Brazil,1.6438115887368933e-4,NA,2020-04-15
2020-04-16,Brazil,1.7612267022181e-4,NA,2020-04-16
2020-04-17,Brazil,1.8786418156993068e-4,NA,2020-04-17
2020-04-18,Brazil,1.9960569291805133e-4,NA,2020-04-18
2020-04-19,Brazil,2.11347204266172e-4,NA,2020-04-19
2020-04-20,Brazil,2.2308871561429268e-4,NA,2020-04-20
2020-04-21,Brazil,2.3483022696241333e-4,NA,2020-04-21
2020-04-22,Brazil,2.46571738310534e-4,NA,2020-04-22
2020-04-23,Brazil,2.583132496586547e-4,NA,2020-04-23
2020-04-24,Brazil,2.700547610067754e-4,NA,2020-04-24
2020-04-25,Brazil,2.81796272354896e-4,NA,2020-04-25
2020-04-26,Brazil,2.9353778370301667e-4,NA,2020-04-26
2020-04-27,Brazil,3.052792950511374e-4,NA,2020-04-27
2020-04-28,Brazil,3.17020806399258e-4,NA,2020-04-28
2020-04-29,Brazil,3.2876231774737867e-4,NA,2020-04-29
2020-04-30,Brazil,3.4050382909549937e-4,NA,2020-04-30
2020-05-01,Brazil,3.5224534044362e-4,NA,2020-05-01
2020-05-02,Brazil,3.476124088219013e-4,NA,2020-05-02
2020-05-03,Brazil,3.429794772001826e-4,NA,2020-05-03
2020-05-04,Brazil,3.3834654557846387e-4,NA,2020-05-04
2020-05-05,Brazil,3.3371361395674517e-4,NA,2020-05-05
2020-05-06,Brazil,3.2908068233502647e-4,NA,2020-05-06
2020-05-07,Brazil,3.2444775071330777e-4,NA,2020-05-07
2020-05-08,Brazil,3.1981481909158907e-4,NA,2020-05-08
2020-05-09,Brazil,3.1518188746987037e-4,NA,2020-05-09
2020-05-10,Brazil,3.105489558481516e-4,NA,2020-05-10
2020-05-11,Brazil,3.059160242264329e-4,NA,2020-05-11
2020-05-12,Brazil,3.012830926047142e-4,NA,2020-05-12
2020-05-13,Brazil,2.966501609829955e-4,NA,2020-05-13
2020-05-14,Brazil,2.920172293612768e-4,NA,2020-05-14
2020-05-15,Brazil,2.8738429773955806e-4,NA,2020-05-15
2020-05-16,Brazil,2.8275136611783936e-4,NA,2020-05-16
2020-05-17,Brazil,2.7811843449612066e-4,NA,2020-05-17
2020-05-18,Brazil,2.7348550287440197e-4,NA,2020-05-18
2020-05-19,Brazil,2.6885257125268327e-4,NA,2020-05-19
2020-05-20,Brazil,2.642196396309645e-4,NA,2020-05-20
2020-05-21,Brazil,2.595867080092458e-4,NA,2020-05-21
2020-05-22,Brazil,2.549537763875271e-4,NA,2020-05-22
2020-05-23,Brazil,2.503208447658084e-4,NA,2020-05-23
2020-05-24,Brazil,2.456879131440897e-4,NA,2020-05-24
2020-05-25,Brazil,2.41054981522371e-4,NA,2020-05-25
2020-05-26,Brazil,2.3642204990065226e-4,NA,2020-05-26
2020-05-27,Brazil,2.3178911827893356e-4,NA,2020-05-27
2020-05-28,Brazil,2.2715618665721486e-4,NA,2020-05-28
2020-05-29,Brazil,2.2252325503549614e-4,NA,2020-05-29
2020-05-30,Brazil,2.1789032341377744e-4,NA,2020-05-30
2020-05-31,Brazil,2.132573917920587e-4,NA,2020-05-31
2020-06-01,Brazil,2.0862446017034e-4,NA,2020-06-01
2020-06-02,Brazil,2.1184207773871402e-4,NA,2020-06-02
2020-06-03,Brazil,2.15059695307088e-4,NA,2020-06-03
2020-06-04,Brazil,2.18277312875462e-4,NA,2020-06-04
2020-06-05,Brazil,2.21494930443836e-4,NA,2020-06-05
2020-06-06,Brazil,2.2471254801221e-4,NA,2020-06-06
2020-06-07,Brazil,0.00022793016558058402,NA,2020-06-07
2020-06-08,Brazil,2.31147783148958e-4,NA,2020-06-08
2020-06-09,Brazil,2.34365400717332e-4,NA,2020-06-09
2020-06-10,Brazil,2.37583018285706e-4,NA,2020-06-10
2020-06-11,Brazil,2.4080063585408e-4,NA,2020-06-11
2020-06-12,Brazil,2.44018253422454e-4,NA,2020-06-12
2020-06-13,Brazil,2.47235870990828e-4,NA,2020-06-13
2020-06-14,Brazil,2.50453488559202e-4,NA,2020-06-14
2020-06-15,Brazil,2.53671106127576e-4,NA,2020-06-15
2020-06-16,Brazil,2.5688872369595e-4,NA,2020-06-16
2020-06-17,Brazil,2.60106341264324e-4,NA,2020-06-17
2020-06-18,Brazil,2.63323958832698e-4,NA,2020-06-18
2020-06-19,Brazil,2.6654157640107197e-4,NA,2020-06-19
2020-06-20,Brazil,2.69759193969446e-4,NA,2020-06-20
2020-06-21,Brazil,2.7297681153782e-4,NA,2020-06-21
2020-06-22,Brazil,2.76194429106194e-4,NA,2020-06-22
2020-06-23,Brazil,2.79412046674568e-4,NA,2020-06-23
2020-06-24,Brazil,2.8262966424294196e-4,NA,2020-06-24
2020-06-25,Brazil,2.8584728181131597e-4,NA,2020-06-25
2020-06-26,Brazil,2.8906489937969e-4,NA,2020-06-26
2020-06-27,Brazil,2.92282516948064e-4,NA,2020-06-27
2020-06-28,Brazil,2.95500134516438e-4,NA,2020-06-28
2020-06-29,Brazil,2.9871775208481196e-4,NA,2020-06-29
2020-06-30,Brazil,3.0193536965318597e-4,NA,2020-06-30
2020-07-01,Brazil,3.0515298722156e-4,NA,2020-07-01
2020-07-02,Brazil,3.150711571870474e-4,NA,2020-07-02
2020-07-03,Brazil,3.249893271525348e-4,NA,2020-07-03
2020-07-04,Brazil,3.349074971180222e-4,NA,2020-07-04
2020-07-05,Brazil,3.448256670835097e-4,NA,2020-07-05
2020-07-06,Brazil,3.547438370489971e-4,NA,2020-07-06
2020-07-07,Brazil,3.646620070144845e-4,NA,2020-07-07
2020-07-08,Brazil,3.745801769799719e-4,NA,2020-07-08
2020-07-09,Brazil,3.8449834694545933e-4,NA,2020-07-09
2020-07-10,Brazil,3.9441651691094674e-4,NA,2020-07-10
2020-07-11,Brazil,4.043346868764342e-4,NA,2020-07-11
2020-07-12,Brazil,4.142528568419216e-4,NA,2020-07-12
2020-07-13,Brazil,4.2417102680740904e-4,NA,2020-07-13
2020-07-14,Brazil,4.3408919677289645e-4,NA,2020-07-14
2020-07-15,Brazil,4.4400736673838386e-4,NA,2020-07-15
2020-07-16,Brazil,4.5392553670387133e-4,NA,2020-07-16
2020-07-17,Brazil,4.638437066693587e-4,NA,2020-07-17
2020-07-18,Brazil,0.00047376187663484615,NA,2020-07-18
2020-07-19,Brazil,4.8368004660033357e-4,NA,2020-07-19
2020-07-20,Brazil,4.93598216565821e-4,NA,2020-07-20
2020-07-21,Brazil,5.035163865313083e-4,NA,2020-07-21
2020-07-22,Brazil,5.134345564967958e-4,NA,2020-07-22
2020-07-23,Brazil,5.233527264622833e-4,NA,2020-07-23
2020-07-24,Brazil,5.332708964277707e-4,NA,2020-07-24
2020-07-25,Brazil,5.431890663932581e-4,NA,2020-07-25
2020-07-26,Brazil,5.531072363587455e-4,NA,2020-07-26
2020-07-27,Brazil,5.630254063242329e-4,NA,2020-07-27
2020-07-28,Brazil,5.729435762897204e-4,NA,2020-07-28
2020-07-29,Brazil,5.828617462552077e-4,NA,2020-07-29
2020-07-30,Brazil,5.927799162206951e-4,NA,2020-07-30
2020-07-31,Brazil,6.026980861861826e-4,NA,2020-07-31
2020-08-01,Brazil,6.1261625615167e-4,NA,2020-08-01
2020-08-02,Brazil,6.120861294365752e-4,NA,2020-08-02
2020-08-03,Brazil,6.115560027214803e-4,NA,2020-08-03
2020-08-04,Brazil,6.110258760063856e-4,NA,2020-08-04
2020-08-05,Brazil,6.104957492912907e-4,NA,2020-08-05
2020-08-06,Brazil,6.099656225761959e-4,NA,2020-08-06
2020-08-07,Brazil,6.09435495861101e-4,NA,2020-08-07
2020-08-08,Brazil,6.089053691460062e-4,NA,2020-08-08
2020-08-09,Brazil,6.083752424309114e-4,NA,2020-08-09
2020-08-10,Brazil,6.078451157158165e-4,NA,2020-08-10
2020-08-11,Brazil,6.073149890007217e-4,NA,2020-08-11
2020-08-12,Brazil,6.067848622856268e-4,NA,2020-08-12
2020-08-13,Brazil,6.06254735570532e-4,NA,2020-08-13
2020-08-14,Brazil,6.057246088554372e-4,NA,2020-08-14
2020-08-15,Brazil,6.051944821403423e-4,NA,2020-08-15
2020-08-16,Brazil,6.046643554252475e-4,NA,2020-08-16
2020-08-17,Brazil,6.041342287101526e-4,NA,2020-08-17
2020-08-18,Brazil,6.036041019950578e-4,NA,2020-08-18
2020-08-19,Brazil,6.030739752799629e-4,NA,2020-08-19
2020-08-20,Brazil,6.025438485648681e-4,NA,2020-08-20
2020-08-21,Brazil,6.020137218497733e-4,NA,2020-08-21
2020-08-22,Brazil,6.014835951346784e-4,NA,2020-08-22
2020-08-23,Brazil,6.009534684195836e-4,NA,2020-08-23
2020-08-24,Brazil,6.004233417044887e-4,NA,2020-08-24
2020-08-25,Brazil,5.998932149893939e-4,NA,2020-08-25
2020-08-26,Brazil,5.993630882742991e-4,NA,2020-08-26
2020-08-27,Brazil,5.988329615592042e-4,NA,2020-08-27
2020-08-28,Brazil,5.983028348441094e-4,NA,2020-08-28
2020-08-29,Brazil,5.977727081290145e-4,NA,2020-08-29
2020-08-30,Brazil,5.972425814139197e-4,NA,2020-08-30
2020-08-31,Brazil,5.967124546988248e-4,NA,2020-08-31
2020-09-01,Brazil,5.9618232798373e-4,NA,2020-09-01
2020-09-02,Brazil,6.182869322916664e-4,NA,2020-09-02
2020-09-03,Brazil,6.403915365996027e-4,NA,2020-09-03
2020-09-04,Brazil,6.62496140907539e-4,NA,2020-09-04
2020-09-05,Brazil,6.846007452154753e-4,NA,2020-09-05
2020-09-06,Brazil,7.067053495234117e-4,NA,2020-09-06
2020-09-07,Brazil,7.288099538313481e-4,NA,2020-09-07
2020-09-08,Brazil,7.509145581392843e-4,NA,2020-09-08
2020-09-09,Brazil,7.730191624472207e-4,NA,2020-09-09
2020-09-10,Brazil,7.95123766755157e-4,NA,2020-09-10
2020-09-11,Brazil,8.172283710630934e-4,NA,2020-09-11
2020-09-12,Brazil,8.393329753710297e-4,NA,2020-09-12
2020-09-13,Brazil,8.614375796789661e-4,NA,2020-09-13
2020-09-14,Brazil,8.835421839869024e-4,NA,2020-09-14
2020-09-15,Brazil,9.056467882948387e-4,NA,2020-09-15
2020-09-16,Brazil,9.27751392602775e-4,NA,2020-09-16
2020-09-17,Brazil,9.498559969107114e-4,NA,2020-09-17
2020-09-18,Brazil,9.719606012186477e-4,NA,2020-09-18
2020-09-19,Brazil,9.94065205526584e-4,NA,2020-09-19
2020-09-20,Brazil,0.0010161698098345203,NA,2020-09-20
2020-09-21,Brazil,0.0010382744141424567,NA,2020-09-21
2020-09-22,Brazil,0.001060379018450393,NA,2020-09-22
2020-09-23,Brazil,0.0010824836227583292,NA,2020-09-23
2020-09-24,Brazil,0.0011045882270662656,NA,2020-09-24
2020-09-25,Brazil,0.001126692831374202,NA,2020-09-25
2020-09-26,Brazil,0.0011487974356821384,NA,2020-09-26
2020-09-27,Brazil,0.0011709020399900748,NA,2020-09-27
2020-09-28,Brazil,0.0011930066442980111,NA,2020-09-28
2020-09-29,Brazil,0.0012151112486059475,NA,2020-09-29
2020-09-30,Brazil,0.0012372158529138837,NA,2020-09-30
2020-10-01,Brazil,0.00125932045722182,NA,2020-10-01
2020-10-02,Brazil,0.001279481209939063,NA,2020-10-02
2020-10-03,Brazil,0.0012996419626563058,NA,2020-10-03
2020-10-04,Brazil,0.0013198027153735487,NA,2020-10-04
2020-10-05,Brazil,0.0013399634680907916,NA,2020-10-05
2020-10-06,Brazil,0.0013601242208080345,NA,2020-10-06
2020-10-07,Brazil,0.0013802849735252774,NA,2020-10-07
2020-10-08,Brazil,0.0014004457262425203,NA,2020-10-08
2020-10-09,Brazil,0.0014206064789597634,NA,2020-10-09
2020-10-10,Brazil,0.0014407672316770063,NA,2020-10-10
2020-10-11,Brazil,0.0014609279843942492,NA,2020-10-11
2020-10-12,Brazil,0.001481088737111492,NA,2020-10-12
2020-10-13,Brazil,0.001501249489828735,NA,2020-10-13
2020-10-14,Brazil,0.0015214102425459778,NA,2020-10-14
2020-10-15,Brazil,0.0015415709952632207,NA,2020-10-15
2020-10-16,Brazil,0.0015617317479804636,NA,2020-10-16
2020-10-17,Brazil,0.0015818925006977065,NA,2020-10-17
2020-10-18,Brazil,0.0016020532534149494,NA,2020-10-18
2020-10-19,Brazil,0.0016222140061321923,NA,2020-10-19
2020-10-20,Brazil,0.0016423747588494352,NA,2020-10-20
2020-10-21,Brazil,0.001662535511566678,NA,2020-10-21
2020-10-22,Brazil,0.001682696264283921,NA,2020-10-22
2020-10-23,Brazil,0.0017028570170011638,NA,2020-10-23
2020-10-24,Brazil,0.001723017769718407,NA,2020-10-24
2020-10-25,Brazil,0.0017431785224356496,NA,2020-10-25
2020-10-26,Brazil,0.0017633392751528927,NA,2020-10-26
2020-10-27,Brazil,0.0017835000278701356,NA,2020-10-27
2020-10-28,Brazil,0.0018036607805873785,NA,2020-10-28
2020-10-29,Brazil,0.0018238215333046212,NA,2020-10-29
2020-10-30,Brazil,0.0018439822860218643,NA,2020-10-30
2020-10-31,Brazil,0.0018641430387391072,NA,2020-10-31
2020-11-01,Brazil,0.00188430379145635,NA,2020-11-01
2020-11-02,Brazil,0.001951320576121995,NA,2020-11-02
2020-11-03,Brazil,0.00201833736078764,NA,2020-11-03
2020-11-04,Brazil,0.002085354145453285,NA,2020-11-04
2020-11-05,Brazil,0.00215237093011893,NA,2020-11-05
2020-11-06,Brazil,0.002219387714784575,NA,2020-11-06
2020-11-07,Brazil,0.00228640449945022,NA,2020-11-07
2020-11-08,Brazil,0.002353421284115865,NA,2020-11-08
2020-11-09,Brazil,0.00242043806878151,NA,2020-11-09
2020-11-10,Brazil,0.002487454853447155,NA,2020-11-10
2020-11-11,Brazil,0.0025544716381128,NA,2020-11-11
2020-11-12,Brazil,0.002621488422778445,NA,2020-11-12
2020-11-13,Brazil,0.00268850520744409,NA,2020-11-13
2020-11-14,Brazil,0.002755521992109735,NA,2020-11-14
2020-11-15,Brazil,0.00282253877677538,NA,2020-11-15
2020-11-16,Brazil,0.002889555561441025,NA,2020-11-16
2020-11-17,Brazil,0.00295657234610667,NA,2020-11-17
2020-11-18,Brazil,0.003023589130772315,NA,2020-11-18
2020-11-19,Brazil,0.00309060591543796,NA,2020-11-19
2020-11-20,Brazil,0.003157622700103605,NA,2020-11-20
2020-11-21,Brazil,0.00322463948476925,NA,2020-11-21
2020-11-22,Brazil,0.003291656269434895,NA,2020-11-22
2020-11-23,Brazil,0.00335867305410054,NA,2020-11-23
2020-11-24,Brazil,0.003425689838766185,NA,2020-11-24
2020-11-25,Brazil,0.00349270662343183,NA,2020-11-25
2020-11-26,Brazil,0.003559723408097475,NA,2020-11-26
2020-11-27,Brazil,0.00362674019276312,NA,2020-11-27
2020-11-28,Brazil,0.003693756977428765,NA,2020-11-28
2020-11-29,Brazil,0.00376077376209441,NA,2020-11-29
2020-11-30,Brazil,0.003827790546760055,NA,2020-11-30
2020-12-01,Brazil,0.0038948073314257,NA,2020-12-01
2020-12-02,Brazil,0.003931993045861639,NA,2020-12-02
2020-12-03,Brazil,0.003969178760297578,NA,2020-12-03
2020-12-04,Brazil,0.004006364474733517,NA,2020-12-04
2020-12-05,Brazil,0.004043550189169456,NA,2020-12-05
2020-12-06,Brazil,0.004080735903605395,NA,2020-12-06
2020-12-07,Brazil,0.004117921618041334,NA,2020-12-07
2020-12-08,Brazil,0.004155107332477273,NA,2020-12-08
2020-12-09,Brazil,0.004192293046913212,NA,2020-12-09
2020-12-10,Brazil,0.004229478761349151,NA,2020-12-10
2020-12-11,Brazil,0.00426666447578509,NA,2020-12-11
2020-12-12,Brazil,0.00430385019022103,NA,2020-12-12
2020-12-13,Brazil,0.004341035904656968,NA,2020-12-13
2020-12-14,Brazil,0.004378221619092907,NA,2020-12-14
2020-12-15,Brazil,0.004415407333528847,NA,2020-12-15
2020-12-16,Brazil,0.004452593047964785,NA,2020-12-16
2020-12-17,Brazil,0.004489778762400724,NA,2020-12-17
2020-12-18,Brazil,0.0045269644768366635,NA,2020-12-18
2020-12-19,Brazil,0.004564150191272602,NA,2020-12-19
2020-12-20,Brazil,0.004601335905708542,NA,2020-12-20
2020-12-21,Brazil,0.0046385216201444805,NA,2020-12-21
2020-12-22,Brazil,0.004675707334580419,NA,2020-12-22
2020-12-23,Brazil,0.004712893049016359,NA,2020-12-23
2020-12-24,Brazil,0.0047500787634522975,NA,2020-12-24
2020-12-25,Brazil,0.004787264477888236,NA,2020-12-25
2020-12-26,Brazil,0.004824450192324176,NA,2020-12-26
2020-12-27,Brazil,0.0048616359067601145,NA,2020-12-27
2020-12-28,Brazil,0.004898821621196054,NA,2020-12-28
2020-12-29,Brazil,0.004936007335631993,NA,2020-12-29
2020-12-30,Brazil,0.0049731930500679315,NA,2020-12-30
2020-12-31,Brazil,0.005010378764503871,NA,2020-12-31
2021-01-01,Brazil,0.00504756447893981,NA,2021-01-01
2021-01-02,Brazil,0.005113901967018075,NA,2021-01-02
2021-01-03,Brazil,0.00518023945509634,NA,2021-01-03
2021-01-04,Brazil,0.005246576943174605,NA,2021-01-04
2021-01-05,Brazil,0.005312914431252869,NA,2021-01-05
2021-01-06,Brazil,0.005379251919331134,NA,2021-01-06
2021-01-07,Brazil,0.0054455894074093986,NA,2021-01-07
2021-01-08,Brazil,0.0055119268954876635,NA,2021-01-08
2021-01-09,Brazil,0.0055782643835659285,NA,2021-01-09
2021-01-10,Brazil,0.005644601871644193,NA,2021-01-10
2021-01-11,Brazil,0.005710939359722458,NA,2021-01-11
2021-01-12,Brazil,0.005777276847800723,NA,2021-01-12
2021-01-13,Brazil,0.005843614335878987,NA,2021-01-13
2021-01-14,Brazil,0.005909951823957252,NA,2021-01-14
